Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z,FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL
2788,-4.10E+01,-2.08E+02,5.86E+00,-1.94E+00,2.58E-01,-3.07E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.86E-02,3.23E-01,-1.56E+00
2789,-4.10E+01,-2.08E+02,5.91E+00,-1.94E+00,2.58E-01,-3.09E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.86E-02,3.23E-01,-1.56E+00
2790,-4.10E+01,-2.08E+02,5.95E+00,-1.94E+00,2.58E-01,-3.09E-03,-7.70E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.86E-02,3.23E-01,-1.56E+00
2791,-4.09E+01,-2.08E+02,5.99E+00,-1.94E+00,2.58E-01,-3.13E-03,-7.71E+01,1.90E+01,2.27E+01,1.27E-01,7.38E-01,-6.86E-02,3.23E-01,-1.56E+00
2792,-4.09E+01,-2.08E+02,6.02E+00,-1.94E+00,2.58E-01,-3.12E-03,-7.71E+01,1.90E+01,2.27E+01,1.27E-01,7.39E-01,-6.87E-02,3.23E-01,-1.56E+00
2793,-4.10E+01,-2.08E+02,6.04E+00,-1.94E+00,2.58E-01,-3.15E-03,-7.72E+01,1.91E+01,2.27E+01,1.27E-01,7.39E-01,-6.87E-02,3.23E-01,-1.56E+00
2794,-4.10E+01,-2.08E+02,6.04E+00,-1.94E+00,2.58E-01,-3.16E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.87E-02,3.23E-01,-1.57E+00
2795,-4.10E+01,-2.09E+02,6.03E+00,-1.94E+00,2.58E-01,-3.19E-03,-7.73E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.88E-02,3.23E-01,-1.57E+00
2796,-4.11E+01,-2.09E+02,6.00E+00,-1.94E+00,2.59E-01,-3.17E-03,-7.74E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.88E-02,3.24E-01,-1.57E+00
2797,-4.11E+01,-2.09E+02,5.96E+00,-1.94E+00,2.58E-01,-3.18E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.24E-01,-1.57E+00
2798,-4.12E+01,-2.09E+02,5.91E+00,-1.94E+00,2.58E-01,-3.17E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.24E-01,-1.57E+00
2799,-4.12E+01,-2.09E+02,5.86E+00,-1.94E+00,2.58E-01,-3.15E-03,-7.76E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
2800,-4.13E+01,-2.09E+02,5.80E+00,-1.94E+00,2.58E-01,-3.13E-03,-7.76E+01,1.91E+01,2.30E+01,1.27E-01,7.38E-01,-6.88E-02,3.25E-01,-1.57E+00
2801,-4.13E+01,-2.09E+02,5.74E+00,-1.94E+00,2.58E-01,-3.14E-03,-7.77E+01,1.91E+01,2.30E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
2802,-4.14E+01,-2.10E+02,5.69E+00,-1.94E+00,2.58E-01,-3.14E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
2803,-4.14E+01,-2.10E+02,5.65E+00,-1.94E+00,2.58E-01,-3.16E-03,-7.77E+01,1.91E+01,2.31E+01,1.26E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
2804,-4.15E+01,-2.10E+02,5.61E+00,-1.94E+00,2.57E-01,-3.16E-03,-7.78E+01,1.91E+01,2.31E+01,1.26E-01,7.38E-01,-6.86E-02,3.27E-01,-1.58E+00
2805,-4.15E+01,-2.10E+02,5.58E+00,-1.94E+00,2.57E-01,-3.22E-03,-7.78E+01,1.91E+01,2.31E+01,1.26E-01,7.38E-01,-6.86E-02,3.27E-01,-1.58E+00
2806,-4.16E+01,-2.10E+02,5.58E+00,-1.94E+00,2.57E-01,-3.24E-03,-7.77E+01,1.91E+01,2.31E+01,1.26E-01,7.38E-01,-6.85E-02,3.27E-01,-1.58E+00
2807,-4.16E+01,-2.10E+02,5.61E+00,-1.94E+00,2.57E-01,-3.26E-03,-7.77E+01,1.91E+01,2.31E+01,1.26E-01,7.38E-01,-6.84E-02,3.27E-01,-1.58E+00
2808,-4.16E+01,-2.10E+02,5.65E+00,-1.94E+00,2.56E-01,-3.29E-03,-7.77E+01,1.92E+01,2.31E+01,1.26E-01,7.38E-01,-6.84E-02,3.27E-01,-1.57E+00
2809,-4.16E+01,-2.09E+02,5.72E+00,-1.94E+00,2.56E-01,-3.32E-03,-7.76E+01,1.92E+01,2.31E+01,1.26E-01,7.37E-01,-6.83E-02,3.27E-01,-1.57E+00
2810,-4.16E+01,-2.09E+02,5.78E+00,-1.94E+00,2.56E-01,-3.33E-03,-7.75E+01,1.92E+01,2.31E+01,1.26E-01,7.37E-01,-6.83E-02,3.27E-01,-1.57E+00
2811,-4.16E+01,-2.09E+02,5.85E+00,-1.94E+00,2.56E-01,-3.37E-03,-7.75E+01,1.92E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2812,-4.15E+01,-2.09E+02,5.92E+00,-1.94E+00,2.56E-01,-3.38E-03,-7.74E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2813,-4.15E+01,-2.09E+02,5.99E+00,-1.94E+00,2.56E-01,-3.40E-03,-7.74E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2814,-4.15E+01,-2.09E+02,6.05E+00,-1.94E+00,2.56E-01,-3.45E-03,-7.73E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2815,-4.15E+01,-2.09E+02,6.09E+00,-1.94E+00,2.56E-01,-3.46E-03,-7.73E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.81E-02,3.27E-01,-1.57E+00
2816,-4.15E+01,-2.09E+02,6.12E+00,-1.94E+00,2.56E-01,-3.51E-03,-7.73E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.57E+00
2817,-4.15E+01,-2.09E+02,6.12E+00,-1.94E+00,2.56E-01,-3.57E-03,-7.72E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
2818,-4.15E+01,-2.09E+02,6.10E+00,-1.94E+00,2.56E-01,-3.64E-03,-7.72E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
2819,-4.15E+01,-2.09E+02,6.06E+00,-1.94E+00,2.56E-01,-3.74E-03,-7.72E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
2820,-4.15E+01,-2.09E+02,6.01E+00,-1.94E+00,2.56E-01,-3.83E-03,-7.73E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.83E-02,3.27E-01,-1.57E+00
2821,-4.15E+01,-2.09E+02,5.93E+00,-1.94E+00,2.56E-01,-3.95E-03,-7.73E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.83E-02,3.27E-01,-1.57E+00
2822,-4.15E+01,-2.09E+02,5.84E+00,-1.94E+00,2.57E-01,-4.05E-03,-7.73E+01,1.92E+01,2.30E+01,1.26E-01,7.37E-01,-6.84E-02,3.27E-01,-1.57E+00
2823,-4.15E+01,-2.09E+02,5.74E+00,-1.94E+00,2.57E-01,-4.17E-03,-7.73E+01,1.92E+01,2.30E+01,1.26E-01,7.37E-01,-6.84E-02,3.27E-01,-1.57E+00
2824,-4.15E+01,-2.09E+02,5.65E+00,-1.94E+00,2.57E-01,-4.30E-03,-7.73E+01,1.92E+01,2.30E+01,1.26E-01,7.37E-01,-6.85E-02,3.27E-01,-1.57E+00
2825,-4.16E+01,-2.09E+02,5.56E+00,-1.94E+00,2.57E-01,-4.43E-03,-7.73E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.85E-02,3.27E-01,-1.57E+00
2826,-4.16E+01,-2.09E+02,5.49E+00,-1.94E+00,2.57E-01,-4.55E-03,-7.73E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.86E-02,3.27E-01,-1.57E+00
2827,-4.15E+01,-2.09E+02,5.43E+00,-1.94E+00,2.57E-01,-4.68E-03,-7.73E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.86E-02,3.27E-01,-1.57E+00
2828,-4.15E+01,-2.08E+02,5.40E+00,-1.94E+00,2.57E-01,-4.79E-03,-7.73E+01,1.90E+01,2.30E+01,1.26E-01,7.36E-01,-6.87E-02,3.27E-01,-1.57E+00
2829,-4.15E+01,-2.08E+02,5.38E+00,-1.94E+00,2.57E-01,-4.88E-03,-7.72E+01,1.90E+01,2.29E+01,1.26E-01,7.36E-01,-6.87E-02,3.27E-01,-1.57E+00
2830,-4.14E+01,-2.08E+02,5.38E+00,-1.94E+00,2.58E-01,-4.97E-03,-7.72E+01,1.90E+01,2.29E+01,1.26E-01,7.36E-01,-6.87E-02,3.26E-01,-1.56E+00
2831,-4.14E+01,-2.08E+02,5.41E+00,-1.94E+00,2.58E-01,-5.03E-03,-7.72E+01,1.90E+01,2.29E+01,1.26E-01,7.36E-01,-6.88E-02,3.26E-01,-1.56E+00
2832,-4.14E+01,-2.08E+02,5.46E+00,-1.94E+00,2.58E-01,-5.08E-03,-7.71E+01,1.90E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.26E-01,-1.56E+00
2833,-4.13E+01,-2.08E+02,5.54E+00,-1.94E+00,2.58E-01,-5.09E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.56E+00
2834,-4.12E+01,-2.08E+02,5.62E+00,-1.94E+00,2.58E-01,-5.12E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.56E+00
2835,-4.12E+01,-2.08E+02,5.69E+00,-1.94E+00,2.58E-01,-5.15E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.24E-01,-1.56E+00
2836,-4.11E+01,-2.08E+02,5.76E+00,-1.94E+00,2.58E-01,-5.12E-03,-7.69E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.56E+00
2837,-4.11E+01,-2.08E+02,5.82E+00,-1.94E+00,2.59E-01,-5.06E-03,-7.69E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.56E+00
2838,-4.11E+01,-2.07E+02,5.86E+00,-1.94E+00,2.59E-01,-5.01E-03,-7.69E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.56E+00
2839,-4.10E+01,-2.07E+02,5.89E+00,-1.94E+00,2.59E-01,-4.95E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.23E-01,-1.56E+00
2840,-4.10E+01,-2.07E+02,5.90E+00,-1.94E+00,2.59E-01,-4.90E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.89E-02,3.23E-01,-1.56E+00
2841,-4.10E+01,-2.07E+02,5.89E+00,-1.94E+00,2.59E-01,-4.83E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.90E-02,3.23E-01,-1.56E+00
2842,-4.10E+01,-2.07E+02,5.87E+00,-1.94E+00,2.59E-01,-4.74E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.90E-02,3.23E-01,-1.56E+00
2843,-4.10E+01,-2.07E+02,5.84E+00,-1.94E+00,2.60E-01,-4.66E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.37E-01,-6.90E-02,3.23E-01,-1.56E+00
2844,-4.10E+01,-2.07E+02,5.80E+00,-1.94E+00,2.60E-01,-4.59E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.38E-01,-6.91E-02,3.23E-01,-1.56E+00
2845,-4.11E+01,-2.07E+02,5.75E+00,-1.94E+00,2.60E-01,-4.52E-03,-7.69E+01,1.91E+01,2.27E+01,1.27E-01,7.38E-01,-6.91E-02,3.24E-01,-1.56E+00
2846,-4.11E+01,-2.08E+02,5.70E+00,-1.94E+00,2.60E-01,-4.39E-03,-7.69E+01,1.91E+01,2.27E+01,1.27E-01,7.38E-01,-6.91E-02,3.24E-01,-1.56E+00
2847,-4.12E+01,-2.08E+02,5.66E+00,-1.94E+00,2.60E-01,-4.33E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.24E-01,-1.56E+00
2848,-4.12E+01,-2.08E+02,5.62E+00,-1.94E+00,2.60E-01,-4.24E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
2849,-4.12E+01,-2.08E+02,5.59E+00,-1.94E+00,2.60E-01,-4.14E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
2850,-4.13E+01,-2.08E+02,5.56E+00,-1.94E+00,2.60E-01,-4.09E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
2851,-4.13E+01,-2.08E+02,5.55E+00,-1.94E+00,2.60E-01,-4.00E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
2852,-4.13E+01,-2.08E+02,5.55E+00,-1.94E+00,2.60E-01,-3.92E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.56E+00
2853,-4.13E+01,-2.08E+02,5.57E+00,-1.94E+00,2.60E-01,-3.85E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.92E-02,3.26E-01,-1.56E+00
2854,-4.13E+01,-2.08E+02,5.60E+00,-1.94E+00,2.60E-01,-3.83E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.92E-02,3.26E-01,-1.57E+00
2855,-4.13E+01,-2.08E+02,5.62E+00,-1.94E+00,2.60E-01,-3.80E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.92E-02,3.26E-01,-1.57E+00
2856,-4.13E+01,-2.09E+02,5.64E+00,-1.94E+00,2.60E-01,-3.81E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.92E-02,3.25E-01,-1.57E+00
2857,-4.13E+01,-2.09E+02,5.66E+00,-1.94E+00,2.59E-01,-3.81E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.57E+00
2858,-4.13E+01,-2.09E+02,5.69E+00,-1.94E+00,2.59E-01,-3.81E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.57E+00
2859,-4.13E+01,-2.09E+02,5.71E+00,-1.94E+00,2.59E-01,-3.81E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.57E+00
2860,-4.12E+01,-2.09E+02,5.72E+00,-1.94E+00,2.59E-01,-3.86E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.57E+00
2861,-4.12E+01,-2.09E+02,5.74E+00,-1.94E+00,2.59E-01,-3.85E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.25E-01,-1.57E+00
2862,-4.12E+01,-2.09E+02,5.75E+00,-1.94E+00,2.59E-01,-3.85E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.24E-01,-1.57E+00
2863,-4.12E+01,-2.09E+02,5.76E+00,-1.94E+00,2.59E-01,-3.86E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.24E-01,-1.57E+00
2864,-4.11E+01,-2.09E+02,5.77E+00,-1.94E+00,2.59E-01,-3.88E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.24E-01,-1.57E+00
2865,-4.11E+01,-2.09E+02,5.77E+00,-1.94E+00,2.59E-01,-3.92E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.90E-02,3.24E-01,-1.57E+00
2866,-4.11E+01,-2.09E+02,5.78E+00,-1.94E+00,2.59E-01,-3.93E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
2867,-4.11E+01,-2.09E+02,5.79E+00,-1.94E+00,2.59E-01,-3.97E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
2868,-4.11E+01,-2.09E+02,5.81E+00,-1.94E+00,2.58E-01,-4.01E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
2869,-4.11E+01,-2.09E+02,5.83E+00,-1.94E+00,2.58E-01,-4.03E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
2870,-4.11E+01,-2.10E+02,5.85E+00,-1.94E+00,2.58E-01,-4.02E-03,-7.72E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.24E-01,-1.57E+00
2871,-4.11E+01,-2.10E+02,5.86E+00,-1.94E+00,2.58E-01,-4.01E-03,-7.72E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.24E-01,-1.58E+00
2872,-4.12E+01,-2.10E+02,5.87E+00,-1.94E+00,2.58E-01,-3.97E-03,-7.72E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.24E-01,-1.58E+00
2873,-4.12E+01,-2.10E+02,5.88E+00,-1.94E+00,2.58E-01,-3.95E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.58E+00
2874,-4.12E+01,-2.10E+02,5.87E+00,-1.94E+00,2.58E-01,-3.92E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.58E+00
2875,-4.13E+01,-2.10E+02,5.86E+00,-1.94E+00,2.58E-01,-3.87E-03,-7.73E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.58E+00
2876,-4.13E+01,-2.10E+02,5.84E+00,-1.94E+00,2.57E-01,-3.80E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.58E+00
2877,-4.13E+01,-2.10E+02,5.81E+00,-1.94E+00,2.57E-01,-3.73E-03,-7.74E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.58E+00
2878,-4.14E+01,-2.10E+02,5.76E+00,-1.94E+00,2.57E-01,-3.64E-03,-7.75E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
2879,-4.14E+01,-2.10E+02,5.71E+00,-1.94E+00,2.57E-01,-3.56E-03,-7.75E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
2880,-4.14E+01,-2.11E+02,5.67E+00,-1.94E+00,2.57E-01,-3.47E-03,-7.76E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
2881,-4.14E+01,-2.11E+02,5.62E+00,-1.94E+00,2.57E-01,-3.35E-03,-7.76E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.88E-02,3.26E-01,-1.58E+00
2882,-4.15E+01,-2.11E+02,5.56E+00,-1.94E+00,2.56E-01,-3.24E-03,-7.76E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.87E-02,3.27E-01,-1.58E+00
2883,-4.15E+01,-2.11E+02,5.51E+00,-1.94E+00,2.56E-01,-3.13E-03,-7.76E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.87E-02,3.27E-01,-1.58E+00
2884,-4.15E+01,-2.11E+02,5.47E+00,-1.94E+00,2.56E-01,-3.01E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.87E-02,3.27E-01,-1.58E+00
2885,-4.15E+01,-2.11E+02,5.45E+00,-1.94E+00,2.55E-01,-2.89E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.86E-02,3.27E-01,-1.58E+00
2886,-4.15E+01,-2.11E+02,5.44E+00,-1.94E+00,2.55E-01,-2.76E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.86E-02,3.27E-01,-1.58E+00
2887,-4.15E+01,-2.11E+02,5.47E+00,-1.94E+00,2.55E-01,-2.63E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.85E-02,3.27E-01,-1.58E+00
2888,-4.15E+01,-2.11E+02,5.51E+00,-1.94E+00,2.55E-01,-2.52E-03,-7.76E+01,1.91E+01,2.30E+01,1.25E-01,7.37E-01,-6.84E-02,3.27E-01,-1.58E+00
2889,-4.15E+01,-2.11E+02,5.58E+00,-1.94E+00,2.54E-01,-2.43E-03,-7.76E+01,1.92E+01,2.30E+01,1.25E-01,7.37E-01,-6.84E-02,3.27E-01,-1.58E+00
2890,-4.14E+01,-2.10E+02,5.65E+00,-1.94E+00,2.54E-01,-2.36E-03,-7.76E+01,1.92E+01,2.29E+01,1.25E-01,7.37E-01,-6.83E-02,3.26E-01,-1.58E+00
2891,-4.14E+01,-2.10E+02,5.74E+00,-1.94E+00,2.54E-01,-2.32E-03,-7.75E+01,1.92E+01,2.29E+01,1.25E-01,7.37E-01,-6.83E-02,3.26E-01,-1.58E+00
2892,-4.13E+01,-2.10E+02,5.84E+00,-1.94E+00,2.54E-01,-2.33E-03,-7.75E+01,1.92E+01,2.29E+01,1.25E-01,7.37E-01,-6.82E-02,3.26E-01,-1.58E+00
2893,-4.13E+01,-2.10E+02,5.94E+00,-1.94E+00,2.54E-01,-2.38E-03,-7.75E+01,1.92E+01,2.29E+01,1.25E-01,7.37E-01,-6.82E-02,3.25E-01,-1.58E+00
2894,-4.12E+01,-2.10E+02,6.05E+00,-1.94E+00,2.54E-01,-2.48E-03,-7.74E+01,1.92E+01,2.28E+01,1.25E-01,7.37E-01,-6.82E-02,3.25E-01,-1.58E+00
2895,-4.12E+01,-2.10E+02,6.14E+00,-1.94E+00,2.55E-01,-2.64E-03,-7.74E+01,1.93E+01,2.28E+01,1.26E-01,7.37E-01,-6.82E-02,3.25E-01,-1.58E+00
2896,-4.12E+01,-2.10E+02,6.22E+00,-1.94E+00,2.55E-01,-2.83E-03,-7.74E+01,1.93E+01,2.28E+01,1.26E-01,7.37E-01,-6.82E-02,3.24E-01,-1.58E+00
2897,-4.11E+01,-2.10E+02,6.27E+00,-1.94E+00,2.55E-01,-3.05E-03,-7.74E+01,1.93E+01,2.28E+01,1.26E-01,7.37E-01,-6.83E-02,3.24E-01,-1.58E+00
2898,-4.11E+01,-2.10E+02,6.29E+00,-1.94E+00,2.55E-01,-3.36E-03,-7.74E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.84E-02,3.24E-01,-1.58E+00
2899,-4.11E+01,-2.10E+02,6.29E+00,-1.94E+00,2.56E-01,-3.65E-03,-7.74E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.84E-02,3.24E-01,-1.58E+00
2900,-4.11E+01,-2.10E+02,6.27E+00,-1.94E+00,2.56E-01,-3.94E-03,-7.75E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.85E-02,3.24E-01,-1.58E+00
2901,-4.11E+01,-2.10E+02,6.24E+00,-1.94E+00,2.56E-01,-4.25E-03,-7.75E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.85E-02,3.24E-01,-1.58E+00
2902,-4.12E+01,-2.10E+02,6.18E+00,-1.94E+00,2.56E-01,-4.52E-03,-7.76E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.86E-02,3.24E-01,-1.58E+00
2903,-4.12E+01,-2.10E+02,6.11E+00,-1.94E+00,2.56E-01,-4.75E-03,-7.76E+01,1.92E+01,2.29E+01,1.26E-01,7.37E-01,-6.86E-02,3.25E-01,-1.58E+00
2904,-4.13E+01,-2.10E+02,6.03E+00,-1.94E+00,2.56E-01,-4.91E-03,-7.76E+01,1.91E+01,2.29E+01,1.26E-01,7.36E-01,-6.86E-02,3.25E-01,-1.58E+00
2905,-4.13E+01,-2.11E+02,5.95E+00,-1.94E+00,2.56E-01,-5.03E-03,-7.77E+01,1.91E+01,2.29E+01,1.26E-01,7.36E-01,-6.86E-02,3.25E-01,-1.58E+00
2906,-4.14E+01,-2.11E+02,5.86E+00,-1.94E+00,2.56E-01,-5.11E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.36E-01,-6.86E-02,3.26E-01,-1.58E+00
2907,-4.14E+01,-2.11E+02,5.77E+00,-1.94E+00,2.56E-01,-5.15E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.86E-02,3.26E-01,-1.58E+00
2908,-4.14E+01,-2.11E+02,5.69E+00,-1.94E+00,2.56E-01,-5.13E-03,-7.77E+01,1.91E+01,2.30E+01,1.26E-01,7.37E-01,-6.85E-02,3.26E-01,-1.58E+00
2909,-4.15E+01,-2.10E+02,5.63E+00,-1.94E+00,2.56E-01,-5.09E-03,-7.76E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.85E-02,3.26E-01,-1.58E+00
2910,-4.15E+01,-2.10E+02,5.59E+00,-1.94E+00,2.55E-01,-5.02E-03,-7.76E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.84E-02,3.26E-01,-1.58E+00
2911,-4.15E+01,-2.10E+02,5.57E+00,-1.94E+00,2.55E-01,-4.91E-03,-7.75E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.84E-02,3.26E-01,-1.58E+00
2912,-4.14E+01,-2.10E+02,5.58E+00,-1.94E+00,2.55E-01,-4.77E-03,-7.74E+01,1.90E+01,2.30E+01,1.26E-01,7.37E-01,-6.83E-02,3.26E-01,-1.58E+00
2913,-4.14E+01,-2.10E+02,5.62E+00,-1.94E+00,2.55E-01,-4.61E-03,-7.73E+01,1.90E+01,2.29E+01,1.26E-01,7.37E-01,-6.83E-02,3.26E-01,-1.57E+00
2914,-4.14E+01,-2.09E+02,5.68E+00,-1.94E+00,2.55E-01,-4.47E-03,-7.73E+01,1.91E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
