Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z,FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL
4790,-4.13E+01,-2.09E+02,5.67E+00,-1.94E+00,2.61E-01,-3.63E-03,-7.72E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.94E-02,3.26E-01,-1.57E+00
4791,-4.14E+01,-2.09E+02,5.62E+00,-1.94E+00,2.61E-01,-3.59E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.94E-02,3.26E-01,-1.57E+00
4792,-4.14E+01,-2.09E+02,5.58E+00,-1.94E+00,2.60E-01,-3.54E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.94E-02,3.26E-01,-1.57E+00
4793,-4.14E+01,-2.09E+02,5.56E+00,-1.94E+00,2.60E-01,-3.54E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.93E-02,3.26E-01,-1.57E+00
4794,-4.14E+01,-2.09E+02,5.54E+00,-1.94E+00,2.60E-01,-3.49E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.93E-02,3.26E-01,-1.57E+00
4795,-4.14E+01,-2.09E+02,5.52E+00,-1.94E+00,2.60E-01,-3.48E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.39E-01,-6.93E-02,3.26E-01,-1.57E+00
4796,-4.14E+01,-2.09E+02,5.52E+00,-1.94E+00,2.60E-01,-3.44E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.92E-02,3.26E-01,-1.57E+00
4797,-4.14E+01,-2.09E+02,5.54E+00,-1.94E+00,2.59E-01,-3.41E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.92E-02,3.26E-01,-1.57E+00
4798,-4.14E+01,-2.09E+02,5.56E+00,-1.94E+00,2.59E-01,-3.32E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.91E-02,3.26E-01,-1.57E+00
4799,-4.14E+01,-2.10E+02,5.60E+00,-1.94E+00,2.59E-01,-3.26E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.91E-02,3.26E-01,-1.57E+00
4800,-4.13E+01,-2.10E+02,5.64E+00,-1.94E+00,2.59E-01,-3.18E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.90E-02,3.26E-01,-1.57E+00
4801,-4.13E+01,-2.10E+02,5.68E+00,-1.95E+00,2.59E-01,-3.11E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.90E-02,3.26E-01,-1.58E+00
4802,-4.13E+01,-2.10E+02,5.72E+00,-1.95E+00,2.59E-01,-2.99E-03,-7.73E+01,1.91E+01,2.29E+01,1.28E-01,7.38E-01,-6.89E-02,3.25E-01,-1.58E+00
4803,-4.13E+01,-2.10E+02,5.76E+00,-1.95E+00,2.59E-01,-2.86E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.58E+00
4804,-4.13E+01,-2.10E+02,5.79E+00,-1.95E+00,2.58E-01,-2.72E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.58E+00
4805,-4.13E+01,-2.10E+02,5.82E+00,-1.95E+00,2.58E-01,-2.56E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.58E+00
4806,-4.13E+01,-2.10E+02,5.85E+00,-1.95E+00,2.58E-01,-2.39E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.58E+00
4807,-4.13E+01,-2.10E+02,5.87E+00,-1.95E+00,2.58E-01,-2.21E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.58E+00
4808,-4.13E+01,-2.10E+02,5.90E+00,-1.95E+00,2.58E-01,-2.06E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.58E+00
4809,-4.13E+01,-2.10E+02,5.92E+00,-1.95E+00,2.58E-01,-1.88E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.88E-02,3.25E-01,-1.58E+00
4810,-4.13E+01,-2.10E+02,5.93E+00,-1.95E+00,2.58E-01,-1.70E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.58E+00
4811,-4.13E+01,-2.10E+02,5.93E+00,-1.95E+00,2.58E-01,-1.55E-03,-7.74E+01,1.92E+01,2.29E+01,1.27E-01,7.39E-01,-6.89E-02,3.25E-01,-1.58E+00
4812,-4.13E+01,-2.10E+02,5.91E+00,-1.95E+00,2.59E-01,-1.44E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.58E+00
4813,-4.13E+01,-2.10E+02,5.89E+00,-1.95E+00,2.59E-01,-1.31E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.90E-02,3.25E-01,-1.58E+00
4814,-4.12E+01,-2.10E+02,5.87E+00,-1.95E+00,2.59E-01,-1.22E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4815,-4.12E+01,-2.10E+02,5.84E+00,-1.95E+00,2.59E-01,-1.13E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4816,-4.13E+01,-2.10E+02,5.82E+00,-1.95E+00,2.59E-01,-1.07E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4817,-4.13E+01,-2.10E+02,5.79E+00,-1.95E+00,2.59E-01,-1.05E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4818,-4.13E+01,-2.10E+02,5.77E+00,-1.95E+00,2.59E-01,-1.04E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4819,-4.13E+01,-2.10E+02,5.75E+00,-1.94E+00,2.59E-01,-1.08E-03,-7.74E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4820,-4.13E+01,-2.10E+02,5.72E+00,-1.94E+00,2.58E-01,-1.15E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4821,-4.13E+01,-2.10E+02,5.71E+00,-1.94E+00,2.58E-01,-1.23E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.58E+00
4822,-4.13E+01,-2.10E+02,5.69E+00,-1.94E+00,2.58E-01,-1.34E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.25E-01,-1.58E+00
4823,-4.13E+01,-2.10E+02,5.68E+00,-1.94E+00,2.58E-01,-1.46E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.26E-01,-1.58E+00
4824,-4.14E+01,-2.10E+02,5.67E+00,-1.94E+00,2.57E-01,-1.60E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.89E-02,3.26E-01,-1.58E+00
4825,-4.14E+01,-2.10E+02,5.69E+00,-1.94E+00,2.57E-01,-1.71E-03,-7.75E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.88E-02,3.26E-01,-1.58E+00
4826,-4.14E+01,-2.10E+02,5.72E+00,-1.94E+00,2.57E-01,-1.86E-03,-7.75E+01,1.91E+01,2.30E+01,1.27E-01,7.37E-01,-6.87E-02,3.26E-01,-1.58E+00
4827,-4.14E+01,-2.10E+02,5.76E+00,-1.94E+00,2.57E-01,-2.02E-03,-7.75E+01,1.92E+01,2.30E+01,1.27E-01,7.37E-01,-6.86E-02,3.26E-01,-1.58E+00
4828,-4.15E+01,-2.10E+02,5.81E+00,-1.94E+00,2.56E-01,-2.15E-03,-7.75E+01,1.92E+01,2.30E+01,1.27E-01,7.37E-01,-6.85E-02,3.26E-01,-1.58E+00
4829,-4.15E+01,-2.10E+02,5.86E+00,-1.94E+00,2.56E-01,-2.29E-03,-7.75E+01,1.92E+01,2.30E+01,1.26E-01,7.37E-01,-6.84E-02,3.27E-01,-1.58E+00
4830,-4.15E+01,-2.10E+02,5.91E+00,-1.94E+00,2.56E-01,-2.43E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.83E-02,3.27E-01,-1.58E+00
4831,-4.15E+01,-2.10E+02,5.95E+00,-1.94E+00,2.56E-01,-2.53E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.58E+00
4832,-4.15E+01,-2.10E+02,6.00E+00,-1.94E+00,2.55E-01,-2.63E-03,-7.75E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.82E-02,3.27E-01,-1.58E+00
4833,-4.15E+01,-2.10E+02,6.04E+00,-1.94E+00,2.55E-01,-2.71E-03,-7.74E+01,1.93E+01,2.30E+01,1.26E-01,7.37E-01,-6.81E-02,3.27E-01,-1.58E+00
4834,-4.15E+01,-2.10E+02,6.07E+00,-1.94E+00,2.55E-01,-2.75E-03,-7.74E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.81E-02,3.27E-01,-1.57E+00
4835,-4.15E+01,-2.09E+02,6.08E+00,-1.94E+00,2.55E-01,-2.78E-03,-7.74E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.81E-02,3.26E-01,-1.57E+00
4836,-4.14E+01,-2.09E+02,6.07E+00,-1.94E+00,2.56E-01,-2.83E-03,-7.73E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.81E-02,3.26E-01,-1.57E+00
4837,-4.14E+01,-2.09E+02,6.04E+00,-1.94E+00,2.56E-01,-2.89E-03,-7.73E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.81E-02,3.26E-01,-1.57E+00
4838,-4.14E+01,-2.09E+02,6.00E+00,-1.94E+00,2.56E-01,-2.95E-03,-7.73E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
4839,-4.14E+01,-2.09E+02,5.94E+00,-1.94E+00,2.56E-01,-2.96E-03,-7.72E+01,1.93E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
4840,-4.14E+01,-2.09E+02,5.88E+00,-1.94E+00,2.56E-01,-3.00E-03,-7.72E+01,1.92E+01,2.29E+01,1.26E-01,7.37E-01,-6.82E-02,3.26E-01,-1.57E+00
4841,-4.14E+01,-2.08E+02,5.80E+00,-1.94E+00,2.56E-01,-3.04E-03,-7.72E+01,1.92E+01,2.29E+01,1.26E-01,7.37E-01,-6.83E-02,3.26E-01,-1.57E+00
4842,-4.14E+01,-2.08E+02,5.73E+00,-1.94E+00,2.57E-01,-3.06E-03,-7.72E+01,1.92E+01,2.29E+01,1.26E-01,7.37E-01,-6.84E-02,3.26E-01,-1.56E+00
4843,-4.13E+01,-2.08E+02,5.65E+00,-1.94E+00,2.57E-01,-3.08E-03,-7.71E+01,1.91E+01,2.29E+01,1.26E-01,7.38E-01,-6.84E-02,3.26E-01,-1.56E+00
4844,-4.13E+01,-2.08E+02,5.58E+00,-1.94E+00,2.57E-01,-3.08E-03,-7.71E+01,1.91E+01,2.28E+01,1.26E-01,7.38E-01,-6.85E-02,3.25E-01,-1.56E+00
4845,-4.13E+01,-2.08E+02,5.52E+00,-1.94E+00,2.57E-01,-3.11E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.85E-02,3.25E-01,-1.56E+00
4846,-4.13E+01,-2.08E+02,5.47E+00,-1.94E+00,2.57E-01,-3.11E-03,-7.71E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.86E-02,3.25E-01,-1.56E+00
4847,-4.13E+01,-2.08E+02,5.43E+00,-1.94E+00,2.57E-01,-3.13E-03,-7.70E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.86E-02,3.25E-01,-1.56E+00
4848,-4.12E+01,-2.08E+02,5.40E+00,-1.94E+00,2.58E-01,-3.13E-03,-7.70E+01,1.89E+01,2.28E+01,1.27E-01,7.38E-01,-6.86E-02,3.25E-01,-1.56E+00
4849,-4.12E+01,-2.08E+02,5.38E+00,-1.94E+00,2.58E-01,-3.13E-03,-7.70E+01,1.89E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.25E-01,-1.56E+00
4850,-4.12E+01,-2.08E+02,5.39E+00,-1.94E+00,2.58E-01,-3.13E-03,-7.70E+01,1.89E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.24E-01,-1.56E+00
4851,-4.12E+01,-2.08E+02,5.43E+00,-1.94E+00,2.58E-01,-3.11E-03,-7.69E+01,1.89E+01,2.28E+01,1.27E-01,7.38E-01,-6.87E-02,3.24E-01,-1.56E+00
4852,-4.12E+01,-2.08E+02,5.50E+00,-1.94E+00,2.58E-01,-3.07E-03,-7.69E+01,1.89E+01,2.28E+01,1.27E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4853,-4.11E+01,-2.08E+02,5.58E+00,-1.94E+00,2.58E-01,-3.03E-03,-7.69E+01,1.89E+01,2.28E+01,1.27E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4854,-4.11E+01,-2.07E+02,5.68E+00,-1.94E+00,2.58E-01,-2.98E-03,-7.68E+01,1.90E+01,2.27E+01,1.27E-01,7.39E-01,-6.86E-02,3.24E-01,-1.56E+00
4855,-4.11E+01,-2.07E+02,5.77E+00,-1.94E+00,2.58E-01,-2.89E-03,-7.68E+01,1.90E+01,2.27E+01,1.27E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4856,-4.11E+01,-2.07E+02,5.85E+00,-1.94E+00,2.58E-01,-2.83E-03,-7.68E+01,1.90E+01,2.27E+01,1.27E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4857,-4.11E+01,-2.07E+02,5.92E+00,-1.95E+00,2.59E-01,-2.78E-03,-7.68E+01,1.90E+01,2.27E+01,1.27E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4858,-4.11E+01,-2.07E+02,5.98E+00,-1.95E+00,2.59E-01,-2.72E-03,-7.68E+01,1.91E+01,2.27E+01,1.27E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4859,-4.11E+01,-2.07E+02,6.04E+00,-1.95E+00,2.59E-01,-2.67E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.87E-02,3.24E-01,-1.56E+00
4860,-4.11E+01,-2.07E+02,6.09E+00,-1.95E+00,2.59E-01,-2.63E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.88E-02,3.24E-01,-1.56E+00
4861,-4.11E+01,-2.07E+02,6.10E+00,-1.95E+00,2.59E-01,-2.63E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.88E-02,3.24E-01,-1.56E+00
4862,-4.11E+01,-2.07E+02,6.09E+00,-1.95E+00,2.60E-01,-2.61E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.89E-02,3.24E-01,-1.56E+00
4863,-4.11E+01,-2.07E+02,6.07E+00,-1.95E+00,2.60E-01,-2.63E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.89E-02,3.24E-01,-1.56E+00
4864,-4.11E+01,-2.07E+02,6.02E+00,-1.95E+00,2.60E-01,-2.66E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4865,-4.11E+01,-2.07E+02,5.97E+00,-1.95E+00,2.60E-01,-2.69E-03,-7.68E+01,1.91E+01,2.27E+01,1.28E-01,7.39E-01,-6.90E-02,3.24E-01,-1.56E+00
4866,-4.12E+01,-2.07E+02,5.90E+00,-1.94E+00,2.60E-01,-2.77E-03,-7.68E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.91E-02,3.24E-01,-1.56E+00
4867,-4.12E+01,-2.07E+02,5.83E+00,-1.94E+00,2.60E-01,-2.81E-03,-7.68E+01,1.91E+01,2.28E+01,1.28E-01,7.39E-01,-6.91E-02,3.24E-01,-1.56E+00
4868,-4.12E+01,-2.07E+02,5.75E+00,-1.94E+00,2.60E-01,-2.90E-03,-7.68E+01,1.91E+01,2.28E+01,1.27E-01,7.39E-01,-6.91E-02,3.25E-01,-1.56E+00
4869,-4.12E+01,-2.07E+02,5.66E+00,-1.94E+00,2.60E-01,-2.99E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
4870,-4.13E+01,-2.07E+02,5.59E+00,-1.94E+00,2.59E-01,-3.08E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
4871,-4.13E+01,-2.08E+02,5.52E+00,-1.94E+00,2.59E-01,-3.19E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.25E-01,-1.56E+00
4872,-4.13E+01,-2.08E+02,5.47E+00,-1.94E+00,2.59E-01,-3.30E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.38E-01,-6.91E-02,3.26E-01,-1.56E+00
4873,-4.13E+01,-2.08E+02,5.43E+00,-1.94E+00,2.59E-01,-3.41E-03,-7.69E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.26E-01,-1.56E+00
4874,-4.14E+01,-2.08E+02,5.39E+00,-1.94E+00,2.59E-01,-3.51E-03,-7.69E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.90E-02,3.26E-01,-1.56E+00
4875,-4.14E+01,-2.08E+02,5.38E+00,-1.94E+00,2.58E-01,-3.61E-03,-7.69E+01,1.90E+01,2.29E+01,1.27E-01,7.37E-01,-6.90E-02,3.26E-01,-1.56E+00
4876,-4.13E+01,-2.08E+02,5.38E+00,-1.94E+00,2.58E-01,-3.68E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.89E-02,3.26E-01,-1.56E+00
4877,-4.13E+01,-2.08E+02,5.40E+00,-1.94E+00,2.58E-01,-3.73E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.56E+00
4878,-4.13E+01,-2.08E+02,5.45E+00,-1.94E+00,2.58E-01,-3.76E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.88E-02,3.25E-01,-1.56E+00
4879,-4.13E+01,-2.08E+02,5.51E+00,-1.94E+00,2.58E-01,-3.76E-03,-7.69E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.56E+00
4880,-4.12E+01,-2.08E+02,5.57E+00,-1.94E+00,2.58E-01,-3.74E-03,-7.68E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.56E+00
4881,-4.12E+01,-2.08E+02,5.63E+00,-1.94E+00,2.58E-01,-3.70E-03,-7.68E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.86E-02,3.24E-01,-1.56E+00
4882,-4.12E+01,-2.08E+02,5.69E+00,-1.94E+00,2.58E-01,-3.65E-03,-7.68E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.86E-02,3.24E-01,-1.56E+00
4883,-4.11E+01,-2.08E+02,5.74E+00,-1.94E+00,2.58E-01,-3.59E-03,-7.68E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.85E-02,3.24E-01,-1.56E+00
4884,-4.11E+01,-2.08E+02,5.79E+00,-1.94E+00,2.58E-01,-3.55E-03,-7.68E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.85E-02,3.24E-01,-1.56E+00
4885,-4.11E+01,-2.08E+02,5.83E+00,-1.94E+00,2.58E-01,-3.49E-03,-7.68E+01,1.90E+01,2.28E+01,1.27E-01,7.37E-01,-6.85E-02,3.24E-01,-1.56E+00
4886,-4.11E+01,-2.08E+02,5.86E+00,-1.94E+00,2.58E-01,-3.45E-03,-7.68E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.85E-02,3.24E-01,-1.56E+00
4887,-4.11E+01,-2.08E+02,5.88E+00,-1.94E+00,2.58E-01,-3.40E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.85E-02,3.24E-01,-1.56E+00
4888,-4.11E+01,-2.08E+02,5.89E+00,-1.94E+00,2.59E-01,-3.36E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.85E-02,3.24E-01,-1.56E+00
4889,-4.11E+01,-2.08E+02,5.89E+00,-1.94E+00,2.59E-01,-3.33E-03,-7.69E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.86E-02,3.24E-01,-1.56E+00
4890,-4.12E+01,-2.08E+02,5.87E+00,-1.94E+00,2.59E-01,-3.29E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.37E-01,-6.86E-02,3.24E-01,-1.56E+00
4891,-4.12E+01,-2.08E+02,5.85E+00,-1.94E+00,2.59E-01,-3.28E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.86E-02,3.24E-01,-1.57E+00
4892,-4.12E+01,-2.08E+02,5.81E+00,-1.94E+00,2.59E-01,-3.29E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.57E+00
4893,-4.13E+01,-2.09E+02,5.76E+00,-1.94E+00,2.59E-01,-3.27E-03,-7.72E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.57E+00
4894,-4.13E+01,-2.09E+02,5.71E+00,-1.94E+00,2.59E-01,-3.26E-03,-7.72E+01,1.91E+01,2.29E+01,1.27E-01,7.37E-01,-6.87E-02,3.25E-01,-1.57E+00
4895,-4.13E+01,-2.09E+02,5.66E+00,-1.94E+00,2.59E-01,-3.24E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.87E-02,3.25E-01,-1.57E+00
4896,-4.14E+01,-2.09E+02,5.63E+00,-1.94E+00,2.59E-01,-3.21E-03,-7.73E+01,1.90E+01,2.30E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4897,-4.14E+01,-2.09E+02,5.59E+00,-1.94E+00,2.59E-01,-3.19E-03,-7.73E+01,1.90E+01,2.30E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4898,-4.14E+01,-2.09E+02,5.57E+00,-1.94E+00,2.58E-01,-3.17E-03,-7.73E+01,1.90E+01,2.30E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4899,-4.14E+01,-2.09E+02,5.56E+00,-1.94E+00,2.58E-01,-3.19E-03,-7.73E+01,1.90E+01,2.30E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4900,-4.14E+01,-2.09E+02,5.55E+00,-1.94E+00,2.58E-01,-3.19E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4901,-4.14E+01,-2.09E+02,5.54E+00,-1.94E+00,2.58E-01,-3.19E-03,-7.73E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.87E-02,3.26E-01,-1.57E+00
4902,-4.14E+01,-2.09E+02,5.55E+00,-1.94E+00,2.58E-01,-3.25E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.86E-02,3.26E-01,-1.57E+00
4903,-4.13E+01,-2.09E+02,5.58E+00,-1.94E+00,2.58E-01,-3.27E-03,-7.72E+01,1.90E+01,2.29E+01,1.27E-01,7.38E-01,-6.86E-02,3.26E-01,-1.57E+00
4904,-4.13E+01,-2.09E+02,5.62E+00,-1.94E+00,2.58E-01,-3.28E-03,-7.72E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.86E-02,3.25E-01,-1.57E+00
4905,-4.13E+01,-2.08E+02,5.67E+00,-1.94E+00,2.58E-01,-3.34E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.86E-02,3.25E-01,-1.57E+00
4906,-4.13E+01,-2.08E+02,5.72E+00,-1.94E+00,2.58E-01,-3.39E-03,-7.71E+01,1.91E+01,2.29E+01,1.27E-01,7.38E-01,-6.85E-02,3.25E-01,-1.57E+00
4907,-4.12E+01,-2.08E+02,5.76E+00,-1.94E+00,2.58E-01,-3.44E-03,-7.71E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.85E-02,3.25E-01,-1.56E+00
4908,-4.12E+01,-2.08E+02,5.81E+00,-1.94E+00,2.57E-01,-3.52E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.84E-02,3.25E-01,-1.56E+00
4909,-4.12E+01,-2.08E+02,5.84E+00,-1.94E+00,2.57E-01,-3.59E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.84E-02,3.24E-01,-1.56E+00
4910,-4.12E+01,-2.08E+02,5.88E+00,-1.94E+00,2.57E-01,-3.68E-03,-7.70E+01,1.91E+01,2.28E+01,1.27E-01,7.38E-01,-6.84E-02,3.24E-01,-1.56E+00
4911,-4.12E+01,-2.08E+02,5.91E+00,-1.94E+00,2.57E-01,-3.78E-03,-7.69E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.84E-02,3.24E-01,-1.56E+00
4912,-4.12E+01,-2.08E+02,5.94E+00,-1.94E+00,2.58E-01,-3.89E-03,-7.69E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
4913,-4.12E+01,-2.08E+02,5.95E+00,-1.94E+00,2.58E-01,-3.99E-03,-7.69E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
4914,-4.12E+01,-2.08E+02,5.95E+00,-1.94E+00,2.58E-01,-4.11E-03,-7.69E+01,1.92E+01,2.28E+01,1.27E-01,7.37E-01,-6.83E-02,3.24E-01,-1.56E+00
4915,-4.12E+01,-2.08E+02,5.93E+00,-1.94E+00,2.58E-01,-4.23E-03,-7.69E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.84E-02,3.24E-01,-1.56E+00
4916,-4.12E+01,-2.08E+02,5.90E+00,-1.94E+00,2.58E-01,-4.34E-03,-7.69E+01,1.92E+01,2.28E+01,1.26E-01,7.37E-01,-6.84E-02,3.24E-01,-1.56E+00
